"キーCD","受注品番","サプライヤーコード","メーカー品番","メーカー名","商品の説明","メーカー品名","ブランド","シリーズ","規格コード","販売開始日","日本語表記"
"4537430420758","4537430420758","S110521770","004430075","アクタ","折蓋タイプの弁当容器です。4点を押すとかん合します。中身がもれにくいので、マイバッグでも安心です。●電子レンジ使用可●オーブン使用不可●耐油性:あり●耐熱温度:100℃●ごはんの量:約300g●入数:50枚","折蓋弁当容器 TA70-200A(50) 赤",,,"4537430420758",,"MRO"
"4537430420765","4537430420765","S110521770","004430076","アクタ","折蓋タイプの弁当容器です。4点を押すとかん合します。中身がもれにくいので、マイバッグでも安心です。●電子レンジ使用可●オーブン使用不可●耐油性:あり●耐熱温度:100℃●ごはんの量:約300g●入数:50枚","折蓋弁当容器 TA70-170A(50) 黒",,,"4537430420765",,"MRO"
"4580553814454","4580553814454","S110521770","004464302","エースパック","料理が映えるテイクアウト用のスキレット型容器です。スキレットとは鉄製の小さなフライパンを指し、そのまま皿としても使用できるお洒落な調理器具で、本物そっくりな見た目で“できたて""を演出することができます。内嵌合フタ「スキレットフタ」は別売です。●電子レンジ使用可●オーブン使用不可●耐熱温度:130℃●入数:50枚","テイクアウト容器 スキレット 本体  黒",,,"4580553814454",,"MRO"
"4580553814478","4580553814478","S110521770","004464303","エースパック","テイクアウト用のスキレット型容器「スキレット」の専用内嵌合フタです。●電子レンジ使用不可●オーブン使用不可●耐熱温度:80℃●入数:50枚","テイクアウト容器 スキレット フタ  ",,,"4580553814478",,"MRO"
"4580553825474","4580553825474","S110521770","004464304","エースパック","カフェで、お家で映える紙製テイクアウト容器です。別売の中皿(クリア･黒)･中皿フタと組み合わせて、ご飯や麺類と具材を分けて盛ることが出来ます。中皿フタと紙容器がボタン嵌合でパチンと止まります。紙容器が展開できるようになってるのでパーティー開けでお皿にもなります。●電子レンジ使用可●オーブン使用不可●耐熱温度:110℃●ごはん:約200g/麺類:約120g●入数:25枚","テイクアウト容器 カフェキュートボックス 本体  クラフト",,,"4580553825474",,"MRO"
"4580553825450","4580553825450","S110521770","004464305","エースパック","カフェで、お家で映える紙製テイクアウト容器です。別売の中皿(クリア･黒)･中皿フタと組み合わせて、ご飯や麺類と具材を分けて盛ることが出来ます。中皿フタと紙容器がボタン嵌合でパチンと止まります。紙容器が展開できるようになってるのでパーティー開けでお皿にもなります。●電子レンジ使用可●オーブン使用不可●耐熱温度:110℃●ごはん:約200g/麺類:約120g●入数:25枚","テイクアウト容器 カフェキュートボックス 本体  白",,,"4580553825450",,"MRO"
"4580553825894","4580553825894","S110521770","004464306","エースパック","カフェで、お家で映える紙製テイクアウト容器「カフェキュートボックス」の中皿クリアです。別売の本体･中皿フタと組み合わせて、ご飯や麺類と具材を分けて盛ることが出来ます。本体の紙容器は展開できるようになってるのでパーティー開けでお皿にもなります。●電子レンジ使用可●オーブン使用不可●耐熱温度:110℃●入数:100枚","テイクアウト容器 カフェキュートボックス 中皿  クリア",,,"4580553825894",,"MRO"
"4580553825917","4580553825917","S110521770","004464307","エースパック","カフェで、お家で映える紙製テイクアウト容器「カフェキュートボックス」の中皿黒です。別売の本体･中皿フタと組み合わせて、ご飯や麺類と具材を分けて盛ることが出来ます。本体の紙容器は展開できるようになってるのでパーティー開けでお皿にもなります。●電子レンジ使用可●オーブン使用不可●耐熱温度:110℃●入数:100枚","テイクアウト容器 カフェキュートボックス 中皿  黒",,,"4580553825917",,"MRO"
"4901755458268","4901755458268","S110521770","006960903","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。※穴から下の高さは多少前後する場合があります。","手抜きポリ袋 バイオハンディバッグ YM ティータイム",,,"4901755458268",,"MRO"
"4901755458275","4901755458275","S110521770","006960904","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。※穴から下の高さは多少前後する場合があります。","手抜きポリ袋 バイオハンディバッグ YL ティータイム",,,"4901755458275",,"MRO"
"4901755414769","4901755414769","S110521770","006960910","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","手抜きポリ袋 バイオハンディバッグ Y3S 白",,,"4901755414769",,"MRO"
"4901755414776","4901755414776","S110521770","006960911","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","手抜きポリ袋 バイオハンディバッグ YSS 白",,,"4901755414776",,"MRO"
"4901755414783","4901755414783","S110521770","006960912","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","手抜きポリ袋 バイオハンディバッグ YS 白",,,"4901755414783",,"MRO"
"4901755414790","4901755414790","S110521770","006960913","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","手抜きポリ袋 バイオハンディバッグ YM 白",,,"4901755414790",,"MRO"
"4901755414806","4901755414806","S110521770","006960914","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","手抜きポリ袋 バイオハンディバッグ YL 白",,,"4901755414806",,"MRO"
"4901755333565","4901755333565","S110521770","004054601","HEIKO","上品で穏やかな和風柄が魅力的なマチ幅の広い定番の角底袋です。様々な業種でお使い頂けます。                                                                                                                                                                                                                                                                ","角底袋 No.6 麻の葉文様",,,"4901755333565",,"MRO"
"4901755355253","4901755355253","S110521770","003264058","HEIKO","上品で穏やかな柄が魅力的な和風柄の手提げ袋です。小型ながらマチ幅が広めの人気サイズです。未使用時には紐が飛び出ていないため、在庫スペースに優しい平紐タイプです。●手紐:平紐白","手提げ紙袋 25チャームバッグ 平手 S2 麻の葉文様",,,"4901755355253",,"MRO"
"4901755353037","4901755353037","S110521770","003274021","HEIKO","上品で穏やかな柄が魅力的な和風柄の手提げ袋です。和菓子や和雑貨におすすめです。コンパクトながらマチはゆったり。箱ものの収納に適しています。未使用時には紐が飛び出ていないため、在庫スペースに優しい平紐タイプです。●手紐:平紐白","手提げ紙袋 25チャームバッグ 平手 E判 麻の葉文様",,,"4901755353037",,"MRO"
"4901755350074","4901755350074","S110521770","003264512","HEIKO","和柄の落ち着いた雰囲気の手提げ袋です。和菓子屋さんや和服小物など和物屋さんにピッタリのデザインです。縦型でA4対応サイズです。●手紐:丸紐白","手提げ紙袋 25チャームバッグ S 麻の葉文様",,,"4901755350074",,"MRO"
"4901755351491","4901755351491","S110521770","003268731","HEIKO","上品で穏やかな柄が魅力的な和風柄の手提げ袋です。マチを広く高さを低く設計した規格で、洋菓子･和菓子･お弁当など、平たいものをそのままの向きで収納したい場合に最適です。●手紐:丸紐白","手提げ紙袋 25チャームバッグ 32-4 麻の葉文様",,,"4901755351491",,"MRO"
"4901755355888","4901755355888","S110521770","003269923","HEIKO","上品で穏やかな柄が魅力的な和風柄の手提げ袋です。マチ広で、箱ものがすっぽりと収納できる人気のサイズです。●手紐:丸紐白","手提げ紙袋 25チャームバッグ 34-1 麻の葉文様",,,"4901755355888",,"MRO"
"4901755331134","4901755331134","S110521770","004054402","HEIKO","上品で穏やかな和風柄が魅力的なマチ幅の広い定番の角底袋です。ファンシーバッグよりもマチ巾が広く、雑貨等を入れるのに適した廉価な袋です。柄やサイズのバリエーションも豊富です。衣料･雑貨など幅広くご利用いただけます。","角底袋 No.4 鮫小紋",,,"4901755331134",,"MRO"
"4901755333572","4901755333572","S110521770","004054602","HEIKO","上品で穏やかな和風柄が魅力的なマチ幅の広い定番の角底袋です。様々な業種でお使い頂けます。","角底袋 No.6 鮫小紋",,,"4901755333572",,"MRO"
"4901755355260","4901755355260","S110521770","003264059","HEIKO","上品で穏やかな柄が魅力的な和風柄の手提げ袋です。小型ながらマチ幅が広めの人気サイズです。未使用時には紐が飛び出ていないため、在庫スペースに優しい平紐タイプです。●手紐:平紐白","手提げ紙袋 25チャームバッグ 平手 S2 鮫小紋",,,"4901755355260",,"MRO"
"4901755353051","4901755353051","S110521770","003274022","HEIKO","上品で穏やかな柄が魅力的な和風柄の手提げ袋です。和菓子や和雑貨におすすめです。コンパクトながらマチはゆったり。箱ものの収納に適しています。未使用時には紐が飛び出ていないため、在庫スペースに優しい平紐タイプです。●手紐:平紐白","手提げ紙袋 25チャームバッグ 平手 E判 鮫小紋",,,"4901755353051",,"MRO"
"4901755350081","4901755350081","S110521770","003264513","HEIKO","和柄の落ち着いた雰囲気の手提げ袋です。和菓子屋さんや和服小物など和物屋さんにピッタリのデザインです。縦型でA4対応サイズです。●手紐:丸紐白","手提げ紙袋 25チャームバッグ S 鮫小紋",,,"4901755350081",,"MRO"
"4901755352474","4901755352474","S110521770","003268732","HEIKO","上品で穏やかな柄が魅力的な和風柄の手提げ袋です。マチを広く高さを低く設計した規格で、洋菓子･和菓子･お弁当など、平たいものをそのままの向きで収納したい場合に最適です。●手紐:丸紐白","手提げ紙袋 25チャームバッグ 32-4 鮫小紋",,,"4901755352474",,"MRO"
"4901755355895","4901755355895","S110521770","003269924","HEIKO","上品で穏やかな柄が魅力的な和風柄の手提げ袋です。マチ広で、箱ものがすっぽりと収納できる人気のサイズです。●手紐:丸紐白","手提げ紙袋 25チャームバッグ 34-1 鮫小紋",,,"4901755355895",,"MRO"
"4901755741537","4901755741537","S110521770","007332810","シモジマ","レジロールのサーマル(感熱)タイプです。●保存:ノーマル保存(3~5年)●紙厚:75μ","レジペーパー サーマル(感熱)タイプ 58×63m×17.5 ",,,"4901755741537",,"MRO"
"4971275811201","4971275811201","S110521770","003742040","オーム電機","簡単操作で、食材をおいしく新鮮に保存できる密封パック器です。食材を個分け保存できるので、無駄が減らせます。密封で臭い移りを防げ、酸化を軽減しておいしさが長持ちします。パックのまま、あたため調理ができます。脱気ボタンを押すだけの簡単操作。専用ロール袋（２０ｃｍｘ３ｍ）付属ですぐに使えます。●電源：ＡＣ１００Ｖ　５０／６０Ｈｚ●消費電カ：１２０Ｗ●脱気圧：約５０ｋｐａ（３８０ｍｍＨｇ）●接着部温度：約１３０℃●シール可能幅：最大２８０ｍｍ●使用温度範囲：０℃～４０℃","密封パック器  COK-E-SL01",,,"4971275811201",,"MRO"
"4971275811218","4971275811218","S110521770","003742041","オーム電機","個分け保存で新鮮長持ちの密封パック器「COK-E-SL01」専用のロール状ポリ袋です。自由な長さにカットしてご利用いただけます。●耐熱温度:約 100℃●耐冷温度:約 -30℃","密封パック器 専用ロール袋 20cm×3m COK-E-SM201",,,"4971275811218",,"MRO"
"4971275811232","4971275811232","S110521770","003742042","オーム電機","個分け保存で新鮮長持ちの密封パック器「COK-E-SL01」専用のロール状ポリ袋です。自由な長さにカットしてご利用いただけます。●耐熱温度:約 100℃●耐冷温度:約 -30℃","密封パック器 専用ロール袋 28cm×3m COK-E-SM281",,,"4971275811232",,"MRO"
"4901755368369","4901755368369","S110521770","004192250","HEIKO","抗菌剤入り印刷ニスを表面にコーティングすることで抗菌効果を発揮します。大腸菌や黄色ブドウ球菌などの繁殖を抑制することができます。(全てのウィルスには対応していません)A4サイズが入ります。●ベロ付●","宅配袋 S 抗菌",,,"4901755368369",,"MRO"
"4901755368390","4901755368390","S110521770","004192260","HEIKO","抗菌剤入り印刷ニスを表面にコーティングすることで抗菌効果を発揮します。大腸菌や黄色ブドウ球菌などの繁殖を抑制することができます。(全てのウィルスには対応していません)B4サイズが入ります。●ベロ付●","宅配袋 L 抗菌",,,"4901755368390",,"MRO"
"4901755365337","4901755365337","S110521770","004192201","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミB5サイズが入ります。●ベロ付","宅配袋 SS 撥水 貼付位置入 未晒",,,"4901755365337",,"MRO"
"4901755365184","4901755365184","S110521770","004192200","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミB5サイズが入ります。●ベロ付","宅配袋 SS 撥水 貼付位置入 白",,,"4901755365184",,"MRO"
"4901755365306","4901755365306","S110521770","004192211","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミA4サイズが入ります。●ベロ付","宅配袋 S 撥水 貼付位置入 未晒",,,"4901755365306",,"MRO"
"4901755365290","4901755365290","S110521770","004192210","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミA4サイズが入ります。●ベロ付","宅配袋 S 撥水 貼付位置入 白",,,"4901755365290",,"MRO"
"4901755365320","4901755365320","S110521770","004192221","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミA4サイズが入ります。●ベロ付","宅配袋 M 撥水 貼付位置入 未晒",,,"4901755365320",,"MRO"
"4901755365313","4901755365313","S110521770","004192220","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミA4サイズが入ります。●ベロ付","宅配袋 M 撥水 貼付位置入 白",,,"4901755365313",,"MRO"
"4901755365375","4901755365375","S110521770","004192231","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミB4サイズが入ります。●ベロ付","宅配袋 L 撥水 貼付位置入 未晒",,,"4901755365375",,"MRO"
"4901755365368","4901755365368","S110521770","004192230","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミB4サイズが入ります。●ベロ付","宅配袋 L 撥水 貼付位置入 白",,,"4901755365368",,"MRO"
"4901755365405","4901755365405","S110521770","004192241","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミB4サイズが入ります。●ベロ付","宅配袋 LL 撥水 貼付位置入 未晒",,,"4901755365405",,"MRO"
"4901755365399","4901755365399","S110521770","004192240","HEIKO","袋の外側に撥水加工を施した水濡れに強い宅配袋です。(防水ではありません)送り状を貼付する位置にはニス加工せず、剥がれずらくなっています。セミB4サイズが入ります。●ベロ付","宅配袋 LL 撥水 貼付位置入 白",,,"4901755365399",,"MRO"
"4901755365382","4901755365382","S110521770","004192004","HEIKO","表面をPPコーティングし、強度を持たせた宅配袋です。B4サイズが余裕で入るサイズです。厚みのある書籍や洋服など様々なものを入れて発送できます。口留めに便利なタックシール付き。","宅配袋 フィルム貼り L 白無地",,,"4901755365382",,"MRO"
"4901755209365","4901755209365","S110521770","002122983","HEIKO","小物の梱包や配送に便利なスタンダード型の小型段ボール箱です。","段ボール B5用-70 2mm厚 無地",,,"4901755209365",,"MRO"
"4901755209372","4901755209372","S110521770","002122984","HEIKO","小物の梱包や配送に便利なスタンダード型の小型段ボール箱です。","段ボール B5用-150 2mm厚 無地",,,"4901755209372",,"MRO"
"4901755209402","4901755209402","S110521770","002122985","HEIKO","小物の梱包や配送に便利なスタンダード型の小型段ボール箱です。","段ボール A4用-190 2mm厚 無地",,,"4901755209402",,"MRO"
"4901755414882","4901755414882","S110521770","006996602","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きポリ袋です。お菓子の箱やパン等を入れやすいサイドガゼットタイプ。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","手抜きポリ袋 バイオHDポリ SG40-39 白",,,"4901755414882",,"MRO"
"4901755459494","4901755459494","S110521770","006905550","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。半透明をベースにキッチンツールを散りばめたデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。●両面印刷●ハンガータイプ●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだレジ袋です。","レジ袋 バイオハンドハイパー S ティータイム",,,"4901755459494",,"MRO"
"4901755459500","4901755459500","S110521770","006905551","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。半透明をベースにキッチンツールを散りばめたデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。●両面印刷●ハンガータイプ●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだレジ袋です。","レジ袋 バイオハンドハイパー M ティータイム",,,"4901755459500",,"MRO"
"4901755459340","4901755459340","S110521770","006905500","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。ナチュラルでシンプルな仏語の落ち着きのあるデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。●片面印刷●ハンガータイプ","レジ袋 バイオハンドハイパー S シュエット",,,"4901755459340",,"MRO"
"4901755459388","4901755459388","S110521770","006905511","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。淡い無数のバラのシルエットが上品なデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー M グレイスフル",,,"4901755459388",,"MRO"
"4901755459395","4901755459395","S110521770","006905512","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。淡い無数のバラのシルエットが上品なデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー L グレイスフル",,,"4901755459395",,"MRO"
"4560114770825","4560114770825","S110521770","008713015","エスパック","商品を真ん中に置いて持ち上げるだけで、ケータリングバッグに。多角形でも切れ目に引っかかるので安定して包むことが可能です。カップドリンク･パン等に。","エコバッグ アミタイ SS　KPS-SS-4  ホワイト",,,"4560114770825",,"MRO"
"4560114770832","4560114770832","S110521770","008713016","エスパック","商品を真ん中に置いて持ち上げるだけで、ケータリングバッグに。多角形でも切れ目に引っかかるので安定して包むことが可能です。丼もの･市販弁当等に。","エコバッグ アミタイ S　KPS-S-4  ホワイト",,,"4560114770832",,"MRO"
"4560114770849","4560114770849","S110521770","008713017","エスパック","商品を真ん中に置いて持ち上げるだけで、ケータリングバッグに。多角形でも切れ目に引っかかるので安定して包むことが可能です。丼もの･市販弁当等に。","エコバッグ アミタイ M　KPS-M-4  ホワイト",,,"4560114770849",,"MRO"
"4560114770856","4560114770856","S110521770","008713018","エスパック","商品を真ん中に置いて持ち上げるだけで、ケータリングバッグに。多角形でも切れ目に引っかかるので安定して包むことが可能です。2人前の寿司容器･8インチ程度のピザ等に。","エコバッグ アミタイ L　KPS-L-4  ホワイト",,,"4560114770856",,"MRO"
"4901755459487","4901755459487","S110521770","006905542","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。オリーブをモチーフにしたナチュラルテイストのデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー L オリーブガーデン",,,"4901755459487",,"MRO"
"4901755459401","4901755459401","S110521770","006905520","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。半透明の地に白色で草花を散りばめたデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。●両面印刷●ハンガータイプ●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだレジ袋です。","レジ袋 バイオハンドハイパー S ホワイトリーフ",,,"4901755459401",,"MRO"
"4901755459418","4901755459418","S110521770","006905521","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。半透明の地に白色で草花を散りばめたデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。●両面印刷●ハンガータイプ●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだレジ袋です。","レジ袋 バイオハンドハイパー M ホワイトリーフ",,,"4901755459418",,"MRO"
"4901755459425","4901755459425","S110521770","006905522","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。半透明の地に白色で草花を散りばめたデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。●両面印刷●ハンガータイプ●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだレジ袋です。","レジ袋 バイオハンドハイパー L ホワイトリーフ",,,"4901755459425",,"MRO"
"4901755414929","4901755414929","S110521770","006905560","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。日用品のイラストと英文を組み合わせた使いやすいデザインです。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー S アタッチメント",,,"4901755414929",,"MRO"
"4901755414936","4901755414936","S110521770","006905561","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。日用品のイラストと英文を組み合わせた使いやすいデザインです。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー M アタッチメント",,,"4901755414936",,"MRO"
"4901755414943","4901755414943","S110521770","006905562","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。日用品のイラストと英文を組み合わせた使いやすいデザインです。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー L アタッチメント",,,"4901755414943",,"MRO"
