"キーCD","受注品番","サプライヤーコード","メーカー品番","メーカー名","商品の説明","メーカー品名","ブランド","シリーズ","規格コード","販売開始日","日本語表記"
"4901755415247","4901755415247","S110521770","006901947","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。ゆったり、たっぷりのビッグサイズ。中身が透けにくいシルバー色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオビッグハンド 50-75 シルバー",,,"4901755415247",,"MRO"
"4901755418002","4901755418002","S110521770","006695900","HEIKO","青果や鮮魚にお使い頂ける昔ながらの青色のポリ袋です｡紐付きで､フックなどに吊り下げ､引きちぎって取り出す仕様です｡食品衛生法規格基準適合商品です｡","野菜袋 1kg用 ",,,"4901755418002",,"MRO"
"4901755418026","4901755418026","S110521770","006695910","HEIKO","青果や鮮魚にお使い頂ける昔ながらの青色のポリ袋です｡紐付きで､フックなどに吊り下げ､引きちぎって取り出す仕様です｡食品衛生法規格基準適合商品です｡","野菜袋 2kg用 ",,,"4901755418026",,"MRO"
"4901755652802","4901755652802","S110521770","004247909","HEIKO","ドリンクを持ち運ぶことが出来る持ち手付ドリンクホルダー。持ち手は折りたたまれており、収納時かさばることはありません。７オンス以上の紙コップやプラスチックカップに対応しています。※カップにより、適合しない場合がございます。","Dカップハンドキャリーホルダー 4ヶ用  クラフト",,,"4901755652802",,"MRO"
"4901755658828","4901755658828","S110521770","004248043","HEIKO","中身が見えて美味しさがわかる窓付き食品箱です。ランチやサンドイッチ、フルーツなどを入れるのにおすすめです。組立式の商品です。※食品の長期保存には適しません。●電子レンジ使用可●オーブン使用不可","食品箱 ネオクラフト 窓付BOX S クラフト",,,"4901755658828",,"MRO"
"4909622740232","4909622740232","S110521770","002071021","古藤工業","基材に布を使用しゴム系の粘着剤を使用しておりますので、木材・金属・コンクリート等幅広い用途にお使い頂けます。また粗面への接着性も良好です。カーペットの固定、ポスターの掲示等に最適です。","Monf 布両面テープ 25×15 W-501",,,"4909622740232",,"MRO"
"4909622740539","4909622740539","S110521770","002071022","古藤工業","基材に布を使用しゴム系の粘着剤を使用しておりますので、木材・金属・コンクリート等幅広い用途にお使い頂けます。また粗面への接着性も良好です。カーペットの固定、ポスターの掲示等に最適です。","Monf 布両面テープ 50×15 W-501",,,"4909622740539",,"MRO"
"4901755414950","4901755414950","S110521770","006905570","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。可愛いうさぎとくまのイラスト入りのポップなデザインです。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー S プチフレンド",,,"4901755414950",,"MRO"
"4901755414967","4901755414967","S110521770","006905571","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。可愛いうさぎとくまのイラスト入りのポップなデザインです。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー M プチフレンド",,,"4901755414967",,"MRO"
"4901755414974","4901755414974","S110521770","006905572","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。可愛いうさぎとくまのイラスト入りのポップなデザインです。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー L プチフレンド",,,"4901755414974",,"MRO"
"4901755414981","4901755414981","S110521770","006905580","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。中身が多少透けにくい濃い原反色にシンプルな文字が入っています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。●片面印刷●ハンガータイプ●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだレジ袋です。","レジ袋 バイオハンドハイパー S スクリプト",,,"4901755414981",,"MRO"
"4901755414998","4901755414998","S110521770","006905581","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。中身が多少透けにくい濃い原反色にシンプルな文字が入っています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。●片面印刷●ハンガータイプ●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだレジ袋です。","レジ袋 バイオハンドハイパー M スクリプト",,,"4901755414998",,"MRO"
"4901755415001","4901755415001","S110521770","006905582","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。中身が多少透けにくい濃い原反色にシンプルな文字が入っています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。●片面印刷●ハンガータイプ●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだレジ袋です。","レジ袋 バイオハンドハイパー L スクリプト",,,"4901755415001",,"MRO"
"4901755459371","4901755459371","S110521770","006905510","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。淡い無数のバラのシルエットが上品なデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー S グレイスフル",,,"4901755459371",,"MRO"
"4560114773529","4560114773529","S110521770","008713019","エスパック","商品を真ん中に置いて持ち上げるだけで、ケータリングバッグに。多角形でも切れ目に引っかかるので安定して包むことが可能です。寿司樽･オードブル･12インチ程度のピザ等に。","エコバッグ アミタイ LL　KPS-LL-4  ホワイト",,,"4560114773529",,"MRO"
"4901755349986","4901755349986","S110521770","003262620","HEIKO","もっとも汎用性の高い、プレーンな白無地の手提げ袋です。正面巾が同じ定番規格の3才と比較し、マチは広め、高さは低めに設計したサイズです。表面に艶のない、晒クラフト紙を使用しております。未使用時には紐が飛び出ていないため、在庫スペースにやさしい平紐タイプです。●手紐:平紐白","手提げ紙袋 25チャームバッグ 32-7平手 晒白無地",,,"4901755349986",,"MRO"
"4901755355376","4901755355376","S110521770","003267001","HEIKO","プレーンなクラフト紙の手提げ袋です。無地ものですので、さまざまな用途にご利用いただけます。高さを少し低めに設計した使いやすい平均的なサイズ。未使用時には紐が飛び出ていないため、在庫スペースにやさしい平紐タイプです。●手紐:平紐未晒","手提げ紙袋 25チャームバッグ 26-2平手 未晒無地",,,"4901755355376",,"MRO"
"4901755350289","4901755350289","S110521770","003262621","HEIKO","もっとも汎用性の高い、プレーンなクラフト紙の手提げ袋です。正面巾が同じ定番規格の3才と比較し、マチは広め、高さは低めに設計したサイズです。未使用時には紐が飛び出ていないため、在庫スペースにやさしい平紐タイプです。●手紐:平紐未晒","手提げ紙袋 25チャームバッグ 32-7平手 未晒無地",,,"4901755350289",,"MRO"
"4546848012226","4546848012226","S110521770","004514233","長井紙業","環境に配慮した木製のフォークです。完封ではありませんがクラフトの平袋に収納してありますので、テイクアウト需要にも対応します。袋には森林認証紙を使用。●入数:100本","木製フォーク 袋入 160mm",,,"4546848012226",,"MRO"
"4546848012219","4546848012219","S110521770","004514234","長井紙業","環境に配慮した木製のフォークスプーンです。完封ではありませんがクラフトの平袋に収納してありますので、テイクアウト需要にも対応します。袋には森林認証紙を使用。●入数:100本","木製フォークスプーン 袋入 160mm",,,"4546848012219",,"MRO"
"4546848012196","4546848012196","S110521770","004514235","長井紙業","環境に配慮した木製のナイフです。完封ではありませんがクラフトの平袋に収納してありますので、テイクアウト需要にも対応します。袋には森林認証紙を使用。●入数:100本","木製ナイフ 袋入 165mm",,,"4546848012196",,"MRO"
"4582525793897","4582525793897","S110521770","004514426","アサヒグリーン","「脱プラスチック」で環境保護･社会貢献を目指す木製スプーンです。柄の部分に窪みを付け、持ちやすくしたこだわりの一品。衛生的な完封袋入りです。●入数:100本","木製幅広スプーン 160mm 筋付き 5439",,,"4582525793897",,"MRO"
"4901755415216","4901755415216","S110521770","006901942","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。ゆったり、たっぷりのビッグサイズ。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。食品衛生法規格基準適合商品です。●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオビッグハンド 50-75 ナチュラル",,,"4901755415216",,"MRO"
"4901755415223","4901755415223","S110521770","006901945","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。ゆったり、たっぷりのビッグサイズ。中身が透けにくいシルバー色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオビッグハンド 36-80 シルバー",,,"4901755415223",,"MRO"
"4901755415230","4901755415230","S110521770","006901946","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25％含んだレジ袋です。ゆったり、たっぷりのビッグサイズ。中身が透けにくいシルバー色。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。●表面エンボス加工あり【印字内容】この袋はサトウキビ由来のバイオマス成分を25％含んだレジ袋です。「ＣＯ２排出量削減」や「石油資源の節約」に貢献しています。","レジ袋 バイオビッグハンド 40-60 シルバー",,,"4901755415230",,"MRO"
"4901755331127","4901755331127","S110521770","004054401","HEIKO","上品で穏やかな和風柄が魅力的なマチ幅の広い定番の角底袋です。ファンシーバッグよりもマチ巾が広く、雑貨等を入れるのに適した廉価な袋です。柄やサイズのバリエーションも豊富です。衣料･雑貨など幅広くご利用いただけます。","角底袋 No.4 麻の葉文様",,,"4901755331127",,"MRO"
"4560258412087","4560258412087","S110521770","004539095","スマイル","モデレカップオンス専用紙製リッドです。「OPEN」の印字があるタブは裏面が粘着仕様のため、引っ張った状態で留めることができるリフトアップタイプです。","紙コップ モデレカップ用 紙製リッド 16オンス用 白",,,"4560258412087",,"MRO"
"4901755404494","4901755404494","S110521770","006630010","HEIKO","ばんじゅう容器を効率よく繰り返し、かつ衛生的に活用するためのポリ袋です。サイドガゼット付き。食品衛生法規格基準適合商品です。","ポリ袋 ばんじゅう用 S ブルー",,,"4901755404494",,"MRO"
"4901755404531","4901755404531","S110521770","006630011","HEIKO","ばんじゅう容器を効率よく繰り返し、かつ衛生的に活用するためのポリ袋です。サイドガゼット付き。食品衛生法規格基準適合商品です。","ポリ袋 ばんじゅう用 M ブルー",,,"4901755404531",,"MRO"
"4901755404678","4901755404678","S110521770","006630012","HEIKO","ばんじゅう容器を効率よく繰り返し、かつ衛生的に活用するためのポリ袋です。サイドガゼット付き。食品衛生法規格基準適合商品です。","ポリ袋 ばんじゅう用 L ブルー",,,"4901755404678",,"MRO"
"4901755404685","4901755404685","S110521770","006630013","HEIKO","コンテナ容器を効率よく繰り返し、かつ衛生的に活用するためのポリ袋です。サイドガゼット付き。食品衛生法規格基準適合商品です。","ポリ袋 コンテナ用 ワンサイズ ブルー",,,"4901755404685",,"MRO"
"4901755404692","4901755404692","S110521770","006630015","HEIKO","食品用の半折ポリシートです。コンテナ･ばんじゅうの内側に敷いて汚れを防いだり、製品の上に掛けて乾燥を防ぐなど、幅広い用途としてお使い頂けます。食品衛生法規格基準適合商品です。","片開きシート 800角 ナチュラル",,,"4901755404692",,"MRO"
"4901755404708","4901755404708","S110521770","006630016","HEIKO","食品用の半折ポリシートです。コンテナ･ばんじゅうの内側に敷いて汚れを防いだり、製品の上に掛けて乾燥を防ぐなど、幅広い用途としてお使い頂けます。食品衛生法規格基準適合商品です。","片開きシート 900角 ナチュラル",,,"4901755404708",,"MRO"
"4901755404715","4901755404715","S110521770","006630017","HEIKO","食品用の半折ポリシートです。コンテナ･ばんじゅうの内側に敷いて汚れを防いだり、製品の上に掛けて乾燥を防ぐなど、幅広い用途としてお使い頂けます。食品衛生法規格基準適合商品です。","片開きシート 1000角 ナチュラル",,,"4901755404715",,"MRO"
"4901755404746","4901755404746","S110521770","006630020","HEIKO","食品用の半折ポリシートです。コンテナ･ばんじゅうの内側に敷いて汚れを防いだり、製品の上に掛けて乾燥を防ぐなど、幅広い用途としてお使い頂けます。食品衛生法規格基準適合商品です。","片開きシート 800角 ブルー",,,"4901755404746",,"MRO"
"4901755404753","4901755404753","S110521770","006630021","HEIKO","食品用の半折ポリシートです。コンテナ･ばんじゅうの内側に敷いて汚れを防いだり、製品の上に掛けて乾燥を防ぐなど、幅広い用途としてお使い頂けます。食品衛生法規格基準適合商品です。","片開きシート 900角 ブルー",,,"4901755404753",,"MRO"
"4901755404777","4901755404777","S110521770","006630022","HEIKO","食品用の半折ポリシートです。コンテナ･ばんじゅうの内側に敷いて汚れを防いだり、製品の上に掛けて乾燥を防ぐなど、幅広い用途としてお使い頂けます。食品衛生法規格基準適合商品です。","片開きシート 1000角 ブルー",,,"4901755404777",,"MRO"
"4901755404784","4901755404784","S110521770","006630030","HEIKO","ばんじゅう容器を効率よく繰り返し、かつ衛生的に活用するためのポリ袋です。サイドガゼット付き。食品衛生法規格基準適合商品です。","ポリ袋 ばんじゅう用 S ナチュラル",,,"4901755404784",,"MRO"
"4901755404791","4901755404791","S110521770","006630031","HEIKO","ばんじゅう容器を効率よく繰り返し、かつ衛生的に活用するためのポリ袋です。サイドガゼット付き。食品衛生法規格基準適合商品です。","ポリ袋 ばんじゅう用 M ナチュラル",,,"4901755404791",,"MRO"
"4901755404807","4901755404807","S110521770","006630032","HEIKO","ばんじゅう容器を効率よく繰り返し、かつ衛生的に活用するためのポリ袋です。サイドガゼット付き。食品衛生法規格基準適合商品です。","ポリ袋 ばんじゅう用 L ナチュラル",,,"4901755404807",,"MRO"
"4580553825870","4580553825870","S110521770","004464308","エースパック","カフェで、お家で映える紙製テイクアウト容器「カフェキュートボックス」の中皿フタです。別売の本体･中皿と組み合わせて、ご飯や麺類と具材を分けて盛ることが出来ます。中皿フタはボタン嵌合で紙容器にパチンと止まります。●電子レンジ使用不可●オーブン使用不可●耐熱温度:90℃●入数:100枚","テイクアウト容器 カフェキュートボックス 中皿フタ  クリア",,,"4580553825870",,"MRO"
"4901755671391","4901755671391","S110521770","004514116","HEIKO","天然の木材を使用し燃えるゴミとして廃棄できる、環境に配慮したスプーンです。テイクアウト、お弁当、アウトドア、バザー、イベントなどにおすすめです。1本ずつ個包装されているので衛生的です。●入数:100本","木製スプーン 160mm未晒紙完封",,,"4901755671391",,"MRO"
"4901755671407","4901755671407","S110521770","004514117","HEIKO","天然の木材を使用し燃えるゴミとして廃棄できる、環境に配慮したフォークです。テイクアウト、お弁当、アウトドア、バザー、イベントなどにおすすめです。1本ずつ個包装されているので衛生的です。●入数:100本","木製フォーク 160mm未晒紙完封",,,"4901755671407",,"MRO"
"4901755671421","4901755671421","S110521770","004514118","HEIKO","天然の木材を使用し燃えるゴミとして廃棄できる、環境に配慮したフォークスプーンです。テイクアウト、お弁当、アウトドア、バザー、イベントなどにおすすめです。1本ずつ個包装されているので衛生的です。●入数:100本","木製フォークスプーン 160mm未晒紙完封",,,"4901755671421",,"MRO"
"4901755671438","4901755671438","S110521770","004514119","HEIKO","天然の木材を使用し燃えるゴミとして廃棄できる、環境に配慮したナイフです。テイクアウト、お弁当、アウトドア、バザー、イベントなどにおすすめです。1本ずつ個包装されているので衛生的です。●入数:100本","木製ナイフ 165mm未晒紙完封",,,"4901755671438",,"MRO"
"4546848012202","4546848012202","S110521770","004514232","長井紙業","環境に配慮した木製のスプーンです。完封ではありませんがクラフトの平袋に収納してありますので、テイクアウト需要にも対応します。袋には森林認証紙を使用。●入数:100本","木製スプーン 袋入 160mm",,,"4546848012202",,"MRO"
"4582525793859","4582525793859","S110521770","004514427","アサヒグリーン","「脱プラスチック」で環境保護･社会貢献を目指す木製カトラリーです。スプーン･フォーク･ナイフの3点セット。衛生的な完封袋入りです。●入数:50セット","木製カトラリー3点セット 160mm 5438",,,"4582525793859",,"MRO"
"4582525793842","4582525793842","S110521770","004514428","アサヒグリーン","「脱プラスチック」で環境保護･社会貢献を目指す木製カトラリーです。スプーン･フォーク･ナイフの3点セット。衛生的な完封袋入りです。●入数:50セット","木製カトラリー3点セット 140mm 5437",,,"4582525793842",,"MRO"
"4580736800229","4580736800229","S110521770","004636579","北海製箸","箸袋入りの利久箸と、袋入り楊枝がPP袋に封入されたセットです。外側のポケットに別売の紙おしぼり平を差し込めば3点セットにすることができます。開封用のミシン目が付いています。●入数:100セット","利久箸･楊枝2点セット おしぼりポケット付 ",,,"4580736800229",,"MRO"
"4580736800014","4580736800014","S110521770","004636580","北海製箸","割箸･楊枝･紙ナプキンの3点が、未晒の袋に封入されたセットです。●入数:50セット","割箸･楊枝･紙ナプキン3点セット  ",,,"4580736800014",,"MRO"
"4902011732078","4902011732078","S110521770","004747807","大王製紙","高濃度アルコール+ポリアミノプロピルビグアニドを配合したシートで、身のまわりのものに付着したウイルスや菌をふき取り除去します。速乾性が高く、拭き取り跡が残りにくいです。アロエエキス配合。かさばらず、持ち運びに便利な携帯用。外出先での汚れ落としに、身のまわりのものに、旅行･アウトドアに。","エリエール 除菌できるアルコールタオル 携帯用 32枚 ",,,"4902011732078",,"MRO"
"4547234400016","4547234400016","S110521770","004747809","シモジマ","バージンパルプ100%のペーパータオルです。表面エンボス加工あり、蛍光塗料不使用です。台所周り、手拭き、テーブル回り、車用品など様々な用途で幅広く使用できます。●入数:150枚","ペーパータオル 150枚 ",,,"4547234400016",,"MRO"
"4903652001776","4903652001776","S110521770","004759018","ネクスタ","自立するので生ゴミが入れやすく、三角コーナーが不要の水切り袋です。濡れても破れにくい耐水紙を使用。フィィルム貼り加工をしていないので燃えるゴミとして捨てられます。シンクに彩る爽やかなベジタブル柄。●入数:20枚","紙製水切りゴミ袋 20枚 ベジタブル柄エコ",,,"4903652001776",,"MRO"
"4903652001882","4903652001882","S110521770","004759019","ネクスタ","自立するので生ゴミが入れやすく、三角コーナーが不要の水切り袋です。底面にメッシュ素材を使用しているので水切れ抜群です。シンクに映える爽やかなリーフ柄を印刷しています。●入数:20枚","自立型水切りゴミ袋 底面メッシュ 20枚 リーフ柄",,,"4903652001882",,"MRO"
"4903652000014","4903652000014","S110521770","004759020","ネクスタ","自立するので生ゴミが入れやすく、三角コーナーが不要の水切り袋です。少量のゴミ処理に最適なサイズです。穴あきタイプでしっかり水切り。爽やかなオレンジの花柄を印刷しています。●入数:30枚","水切り袋 ごみっこポイ スタンドタイプE 30枚 オレンジ",,,"4903652000014",,"MRO"
"4903652243015","4903652243015","S110521770","004759021","ネクスタ","自立するので生ゴミが入れやすく、三角コーナーが不要の水切り袋です。シンクのコーナー置きに適したサイズとなっています。穴あきタイプでしっかり水切り。爽やかなブルーの花柄を印刷しています。●入数:30枚","水切り袋 ごみっこポイ スタンドタイプE 30枚 ブルー",,,"4903652243015",,"MRO"
"4903652001189","4903652001189","S110521770","004759022","ネクスタ","伸縮性のあるストッキング素材を使用した水切りゴミ袋です。深型排水カゴや三角コーナーにセットすることが可能な兼用タイプ。口ゴム付で排水カゴや三角コーナーにピッタリフィットします。100枚入ったお徳用商品となっています。","水切りゴミ袋 排水口･三角コーナー兼用 100枚 NSB-100",,,"4903652001189",,"MRO"
"4903652001172","4903652001172","S110521770","004759023","ネクスタ","伸縮性のあるストッキング素材を使用した水切りゴミ袋です。浅型排水カゴににセットすることが可能な浅型排水口専用タイプ。口ゴム付で排水カゴにピッタリフィットします。100枚入ったお徳用商品となっています。","水切りゴミ袋 浅型排水口用 100枚 ASB-100",,,"4903652001172",,"MRO"
"4560258448925","4560258448925","S110521770","004771000","スマイル","幅広いシーンで使用される簡易スリッパです。底面はEVAで滑りにくい仕様です。医療機関やホテル、マッサージ店などのサービスに。1足ずつポリ包装されており、包装には「お客様専用の使いきりスリッパです。ご使用後はご自由にお持ち帰りください。」の印字と、同じ内容の英語表記が印刷されてます。●入数:10足","使いきり不織布スリッパ 10足入り ",,,"4560258448925",,"MRO"
"4560258448765","4560258448765","S110521770","004771010","スマイル","ふんわり柔らかい起毛タイプの使いきりスリッパです。医療機関やホテル、マッサージ店などのワンランク上のおもてなしに。1足ずつポリ包装されており、包装には「お客様の専用スリッパです。ご使用後はご自由にお持ち帰りください。」の印字と、同じ内容の英語･韓国語･中国語(簡体字･繁体字)表記が印刷されてます。●入数:5足","使いきり起毛スリッパ 5足入り ",,,"4560258448765",,"MRO"
"4901755464429","4901755464429","S110521770","006638333","HEIKO","フィルム材質が厚み0.05mmのレジ袋です。「プラスチック製買物袋有料化制度」の対象外とすることが可能です。本体1枚1枚に厚みのある丈夫な袋であることを明記すると共に、買い物客に有償でお渡しすることも考慮してパッケージとは異なるJANコードを印字してあります。ソフトタイプで透明に近いため、中身がよく見えます。細長い商品やフラワーアレンジメントのお持ち帰りに最適なロングタイプです。●入数:50枚【印字内容】この袋の厚みは50マイクロメートル(ミクロン)以上です。ご使用後も繰り返し袋としてご利用下さい。","レジ袋 LDハンドハイパー 15-65 透明 表記入り",,,"4901755464429",,"MRO"
"4901755464436","4901755464436","S110521770","006638334","HEIKO","フィルム材質が厚み0.05mmのレジ袋です。「プラスチック製買物袋有料化制度」の対象外とすることが可能です。本体1枚1枚に厚みのある丈夫な袋であることを明記すると共に、買い物客に有償でお渡しすることも考慮してパッケージとは異なるJANコードを印字してあります。ソフトタイプで透明に近いため、中身がよく見えます。細長い商品やフラワーアレンジメントのお持ち帰りに最適なロングタイプです。●入数:50枚【印字内容】この袋の厚みは50マイクロメートル(ミクロン)以上です。ご使用後も繰り返し袋としてご利用下さい。","レジ袋 LDハンドハイパー 26-50 透明 表記入り",,,"4901755464436",,"MRO"
"4901755464443","4901755464443","S110521770","006638335","HEIKO","フィルム材質が厚み0.05mmのレジ袋です。「プラスチック製買物袋有料化制度」の対象外とすることが可能です。本体1枚1枚に厚みのある丈夫な袋であることを明記すると共に、買い物客に有償でお渡しすることも考慮してパッケージとは異なるJANコードを印字してあります。ソフトタイプで透明に近いため、中身がよく見えます。細長い商品やフラワーアレンジメントのお持ち帰りに最適なロングタイプです。●入数:50枚【印字内容】この袋の厚みは50マイクロメートル(ミクロン)以上です。ご使用後も繰り返し袋としてご利用下さい。","レジ袋 LDハンドハイパー 35-60 透明 表記入り",,,"4901755464443",,"MRO"
"4901755446340","4901755446340","S110521770","006762905","HEIKO","生花を入れて上部をヒートシールし、逆止弁から空気を入れて使用します。飲料・食品の冷蔵ケースで食品と一緒に生花を販売するために作られたパッケージです。","エアフルール ボトルサイズS レース ピンク",,,"4901755446340",,"MRO"
"4547432000155","4547432000155","S110521770","008742000","SWAN","ホールケーキのお持ち帰りなどに活躍する保冷バッグです。ホールケーキ5号用。底ボール入り、保冷剤を入れることが可能な内ポケット付きです。※用途によって保冷剤をご利用いただくと保冷効果が高まります。●入数:5枚","不織布保冷バッグ S ブラウン",,,"4547432000155",,"MRO"
"4547432000162","4547432000162","S110521770","008742001","SWAN","ホールケーキのお持ち帰りなどに活躍する保冷バッグです。ホールケーキ6号用。底ボール入り、保冷剤を入れることが可能な内ポケット付きです。※用途によって保冷剤をご利用いただくと保冷効果が高まります。●入数:5枚","不織布保冷バッグ M ブラウン",,,"4547432000162",,"MRO"
"0026521962221","0026521962221","S110521770","001460953","シモジマ","ハサミなどでしごくと、くるくるとカールする細身のリボンです。複数の色を組み合わせたり、別のリボンにプラスしてラッピングすると、格段にゴージャスに仕上がります。たっぷり457mの業務用商品です。","スプレンドレットリボン 業務用 5×457 252 スカーレット",,,"0026521962221",,"MRO"
"0026521962818","0026521962818","S110521770","001460961","シモジマ","ハサミなどでしごくと、くるくるとカールする細身のリボンです。複数の色を組み合わせたり、別のリボンにプラスしてラッピングすると、格段にゴージャスに仕上がります。たっぷり457mの業務用商品です。","スプレンドレットリボン 業務用 5×457 262 バーガンディー",,,"0026521962818",,"MRO"
"4901755111422","4901755111422","S110521770","001410052","HEIKO","ワンタッチで美しいボウができあがります。中央の2本のたれをカーリングさせて、華やかに仕上げましょう。 完成サイズ:約60×80mm 50本入","リボンボウ 15mm巾 スカーレット",,,"4901755111422",,"MRO"
"4901755111446","4901755111446","S110521770","001410152","HEIKO","ワンタッチで美しいボウができあがります。中央の2本のたれをカーリングさせて、華やかに仕上げましょう。 完成サイズ:約90×150mm 50本入","リボンボウ 22mm巾 スカーレット",,,"4901755111446",,"MRO"
"4901755111491","4901755111491","S110521770","001410252","HEIKO","ワンタッチで美しいボウができあがります。中央の2本のたれをカーリングさせて、華やかに仕上げましょう。 完成サイズ:約130×190mm 50本入","リボンボウ 36mm巾 スカーレット",,,"4901755111491",,"MRO"
